,num_similar_relevant,num_similar_irrelevant,similarity_threshold_relevant,similarity_threshold_irrelevant,true_positive,true_negative,false_positive,false_negative,accuracy,precision,recall,f1_score

1,1,0.6,0.6,37,64,32,11,0.7013888888888888,0.5362318840579711,0.7708333333333334,0.6324786324786326
1,1,0.6,0.7,37,64,32,11,0.7013888888888888,0.5362318840579711,0.7708333333333334,0.6324786324786326
1,1,0.6,0.8,37,65,31,11,0.7083333333333334,0.5441176470588235,0.7708333333333334,0.6379310344827587
1,1,0.7,0.6,37,63,33,11,0.6944444444444444,0.5285714285714286,0.7708333333333334,0.6271186440677967
1,1,0.7,0.7,37,63,33,11,0.6944444444444444,0.5285714285714286,0.7708333333333334,0.6271186440677967
1,1,0.7,0.8,37,64,32,11,0.7013888888888888,0.5362318840579711,0.7708333333333334,0.6324786324786326
1,1,0.8,0.6,37,63,33,11,0.6944444444444444,0.5285714285714286,0.7708333333333334,0.6271186440677967
1,1,0.8,0.7,37,63,33,11,0.6944444444444444,0.5285714285714286,0.7708333333333334,0.6271186440677967
1,1,0.8,0.8,37,64,32,11,0.7013888888888888,0.5362318840579711,0.7708333333333334,0.6324786324786326
1,2,0.6,0.6,37,64,32,11,0.7013888888888888,0.5362318840579711,0.7708333333333334,0.6324786324786326
1,2,0.6,0.7,37,64,32,11,0.7013888888888888,0.5362318840579711,0.7708333333333334,0.6324786324786326
1,2,0.6,0.8,37,65,31,11,0.7083333333333334,0.5441176470588235,0.7708333333333334,0.6379310344827587
1,2,0.7,0.6,37,63,33,11,0.6944444444444444,0.5285714285714286,0.7708333333333334,0.6271186440677967
1,2,0.7,0.7,37,63,33,11,0.6944444444444444,0.5285714285714286,0.7708333333333334,0.6271186440677967
1,2,0.7,0.8,37,64,32,11,0.7013888888888888,0.5362318840579711,0.7708333333333334,0.6324786324786326
1,2,0.8,0.6,37,63,33,11,0.6944444444444444,0.5285714285714286,0.7708333333333334,0.6271186440677967
