frac, num_similar_relevant,num_similar_irrelevant,similarity_threshold_relevant,similarity_threshold_irrelevant, num_words_relevant, num_words_irrelevant, true_positive,true_negative,false_positive,false_negative,accuracy,precision,recall,f1_score
single,4,3,0.8,0.8,110,55,415,8,772,0,0.35397489539748955,0.34962089300758215,1.0,0.5181023720349563
single,4,3,0.8,0.8,110,60,414,15,765,1,0.35899581589958157,0.3511450381679389,0.9975903614457832,0.5194479297365119
single,4,3,0.8,0.8,110,65,414,35,745,1,0.3757322175732218,0.3572044866264021,0.9975903614457832,0.5260482846251588
single,4,3,0.8,0.8,110,70,413,58,722,2,0.3941422594142259,0.36387665198237884,0.9951807228915662,0.5329032258064516
single,4,3,0.8,0.8,110,75,412,85,695,3,0.41589958158995816,0.3721770551038844,0.9927710843373494,0.5413929040735874
single,4,3,0.8,0.8,110,80,411,133,647,4,0.45523012552301256,0.388468809073724,0.9903614457831326,0.5580448065173117
single,4,3,0.8,0.8,110,85,407,189,591,8,0.49874476987447697,0.40781563126252507,0.980722891566265,0.5760792639773531
single,4,3,0.8,0.8,110,90,397,231,549,18,0.5255230125523013,0.41966173361522197,0.9566265060240964,0.5833945628214549
single,4,3,0.8,0.8,110,95,383,278,502,32,0.5531380753138075,0.4327683615819209,0.9228915662650602,0.5892307692307692
single,4,3,0.8,0.8,110,100,371,345,435,44,0.599163179916318,0.46029776674937967,0.8939759036144578,0.6076986076986077
single,4,3,0.8,0.8,110,105,354,418,362,61,0.6460251046025105,0.49441340782122906,0.8530120481927711,0.6259946949602121
single,4,3,0.8,0.8,110,110,330,487,293,85,0.6836820083682008,0.5296950240770465,0.7951807228915663,0.6358381502890172
single,4,3,0.8,0.8,110,115,288,543,237,127,0.695397489539749,0.5485714285714286,0.6939759036144578,0.6127659574468085
single,4,3,0.8,0.8,115,40,415,0,780,0,0.3472803347280335,0.3472803347280335,1.0,0.515527950310559
single,4,3,0.8,0.8,115,45,415,0,780,0,0.3472803347280335,0.3472803347280335,1.0,0.515527950310559
single,4,3,0.8,0.8,115,50,415,1,779,0,0.34811715481171546,0.347571189279732,1.0,0.5158483530142947
single,4,3,0.8,0.8,115,55,415,3,777,0,0.3497907949790795,0.34815436241610737,1.0,0.5164903546981954
single,4,3,0.8,0.8,115,60,414,11,769,1,0.35564853556485354,0.3499577345731192,0.9975903614457832,0.5181476846057572
single,4,3,0.8,0.8,115,65,414,23,757,1,0.36569037656903763,0.35354397950469685,0.9975903614457832,0.5220680958385877
single,4,3,0.8,0.8,115,70,414,43,737,1,0.38242677824267785,0.35968722849695917,0.9975903614457832,0.5287356321839081
single,4,3,0.8,0.8,115,75,413,65,715,2,0.4,0.36613475177304966,0.9951807228915662,0.5353208036292936
single,4,3,0.8,0.8,115,80,413,101,679,2,0.4301255230125523,0.3782051282051282,0.9951807228915662,0.5481088254810883
single,4,3,0.8,0.8,115,85,412,148,632,3,0.4686192468619247,0.3946360153256705,0.9927710843373494,0.564770390678547
single,4,3,0.8,0.8,115,90,403,195,585,12,0.500418410041841,0.40789473684210525,0.9710843373493976,0.5744832501781896
single,4,3,0.8,0.8,115,95,395,235,545,20,0.5271966527196653,0.42021276595744683,0.9518072289156626,0.5830258302583026
single,4,3,0.8,0.8,115,100,379,287,493,36,0.5573221757322175,0.43463302752293576,0.9132530120481928,0.5889665889665889
single,4,3,0.8,0.8,115,105,369,358,422,46,0.6083682008368201,0.4664981036662453,0.8891566265060241,0.6119402985074627
single,4,3,0.8,0.8,115,110,350,431,349,65,0.6535564853556486,0.5007153075822603,0.8433734939759037,0.6283662477558348
single,4,3,0.8,0.8,115,115,322,498,282,93,0.6861924686192469,0.5331125827814569,0.7759036144578313,0.6319921491658489
single,4,3,0.8,0.8,130,130,311,510,270,104,0.6870292887029289,0.5352839931153184,0.7493975903614458,0.6244979919678715
single,4,3,0.8,0.8,120,120,321,501,279,94,0.6878661087866109,0.535,0.7734939759036145,0.632512315270936
single,4,3,0.8,0.8,120,120,0,775,5,415,0.6485355648535565,0.0,0.0,0
single,4,3,0.8,0.8,110,110,330,487,293,85,0.6836820083682008,0.5296950240770465,0.7951807228915663,0.6358381502890172
single,4,3,0.8,0.8,110,110,330,487,293,85,0.6836820083682008,0.5296950240770465,0.7951807228915663,0.6358381502890172
single,4,3,0.8,0.8,110,110,330,487,293,85,0.6836820083682008,0.5296950240770465,0.7951807228915663,0.6358381502890172
single,4,3,0.8,0.8,110,110,330,487,293,85,0.6836820083682008,0.5296950240770465,0.7951807228915663,0.6358381502890172
single,4,3,0.8,0.8,110,110,333,487,293,82,0.6861924686192469,0.5319488817891374,0.8024096385542169,0.6397694524495677
single,4,3,0.8,0.8,110,110,327,491,289,88,0.6845188284518828,0.5308441558441559,0.7879518072289157,0.6343355965082444
single,4,3,0.8,0.8,110,110,333,487,293,82,0.6861924686192469,0.5319488817891374,0.8024096385542169,0.6397694524495677
single,4,3,0.8,0.8,110,110,333,487,293,82,0.6861924686192469,0.5319488817891374,0.8024096385542169,0.6397694524495677
single,4,3,0.8,0.8,110,110,333,487,293,82,0.6861924686192469,0.5319488817891374,0.8024096385542169,0.6397694524495677
single,4,3,0.8,0.8,110,110,309,522,258,106,0.695397489539749,0.544973544973545,0.744578313253012,0.6293279022403259
single,4,3,0.8,0.8,110,110,333,487,293,82,0.6861924686192469,0.5319488817891374,0.8024096385542169,0.6397694524495677
single,4,3,0.8,0.8,110,110,332,500,280,83,0.6962343096234309,0.5424836601307189,0.8,0.6465433300876339
single,4,3,0.8,0.8,110,110,316,520,260,99,0.699581589958159,0.5486111111111112,0.7614457831325301,0.6377396569122099
single,4,3,0.8,0.8,110,110,326,510,270,89,0.699581589958159,0.5469798657718121,0.7855421686746988,0.6449060336300693
single,4,3,0.8,0.8,110,110,332,500,280,83,0.6962343096234309,0.5424836601307189,0.8,0.6465433300876339
single,4,3,0.8,0.8,110,110,69,78,83,9,0.6150627615062761,0.45394736842105265,0.8846153846153846,0.6
single,4,3,0.8,0.8,110,110,332,500,280,83,0.6962343096234309,0.5424836601307189,0.8,0.6465433300876339
single,4,3,0.8,0.8,110,110,332,500,280,83,0.6962343096234309,0.5424836601307189,0.8,0.6465433300876339
