num_similar_relevant,num_similar_irrelevant,similarity_threshold_relevant,similarity_threshold_irrelevant,true_positive,true_negative,false_positive,false_negative,accuracy,precision,recall,f1_score
4,4,0.7,0.8,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
4,5,0.6,0.8,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
4,5,0.7,0.8,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
5,1,0.6,0.6,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
5,1,0.6,0.7,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
5,1,0.6,0.8,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
5,1,0.7,0.6,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
5,1,0.7,0.7,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
5,1,0.7,0.8,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
5,2,0.6,0.6,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
5,2,0.6,0.7,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
5,2,0.6,0.8,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
5,2,0.7,0.6,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
5,2,0.7,0.7,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
5,2,0.7,0.8,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
5,3,0.6,0.8,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
5,3,0.7,0.8,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
5,4,0.6,0.8,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
5,4,0.7,0.8,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
5,5,0.6,0.8,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
5,5,0.7,0.8,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
1,1,0.6,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
1,2,0.6,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
1,3,0.6,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
1,4,0.6,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
1,5,0.6,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
2,1,0.6,0.6,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
2,1,0.6,0.7,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
2,1,0.6,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
2,2,0.6,0.6,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
2,2,0.6,0.7,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
2,2,0.6,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
2,3,0.6,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
2,4,0.6,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
2,5,0.6,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
3,1,0.7,0.6,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
3,1,0.7,0.7,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
3,1,0.7,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
3,1,0.8,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
3,2,0.7,0.6,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
3,2,0.7,0.7,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
3,2,0.7,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
3,2,0.8,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
3,3,0.6,0.6,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
3,3,0.6,0.7,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
3,3,0.7,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
3,3,0.8,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
3,4,0.7,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
3,4,0.8,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
3,5,0.7,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
3,5,0.8,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
4,1,0.8,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
4,2,0.8,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
4,3,0.6,0.6,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
4,3,0.6,0.7,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
4,3,0.7,0.6,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
4,3,0.7,0.7,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
4,3,0.8,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
4,4,0.8,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
4,5,0.8,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
5,1,0.8,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
5,2,0.8,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
5,3,0.6,0.6,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
5,3,0.6,0.7,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
5,3,0.7,0.6,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
5,3,0.7,0.7,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
5,3,0.8,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
5,4,0.8,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
5,5,0.8,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
1,1,0.6,0.6,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
1,1,0.6,0.7,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
1,1,0.7,0.8,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
1,1,0.8,0.8,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
1,2,0.6,0.6,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
1,2,0.6,0.7,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
1,2,0.7,0.8,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
1,2,0.8,0.8,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
1,3,0.7,0.8,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
1,3,0.8,0.8,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
1,4,0.7,0.8,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
1,4,0.8,0.8,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
1,5,0.7,0.8,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
1,5,0.8,0.8,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
2,1,0.7,0.8,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
2,1,0.8,0.8,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
2,2,0.7,0.8,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
2,2,0.8,0.8,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
2,3,0.6,0.6,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
2,3,0.6,0.7,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
2,3,0.7,0.8,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
2,3,0.8,0.8,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
2,4,0.7,0.8,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
2,4,0.8,0.8,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
2,5,0.7,0.8,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
2,5,0.8,0.8,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
3,1,0.8,0.6,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
3,1,0.8,0.7,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
3,2,0.8,0.6,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
3,2,0.8,0.7,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
3,3,0.7,0.6,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
3,3,0.7,0.7,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
3,4,0.6,0.7,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
3,5,0.6,0.7,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
4,1,0.8,0.6,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
4,1,0.8,0.7,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
4,2,0.8,0.6,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
4,2,0.8,0.7,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
4,4,0.6,0.7,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
4,4,0.7,0.7,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
4,5,0.6,0.7,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
4,5,0.7,0.7,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
5,1,0.8,0.6,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
5,1,0.8,0.7,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
5,2,0.8,0.6,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
5,2,0.8,0.7,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
5,4,0.6,0.7,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
5,4,0.7,0.7,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
5,5,0.6,0.7,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
5,5,0.7,0.7,37,64,32,11,0.701388889,0.536231884,0.770833333,0.632478632
1,1,0.7,0.6,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,1,0.7,0.7,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,1,0.8,0.6,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,1,0.8,0.7,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,2,0.7,0.6,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,2,0.7,0.7,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,2,0.8,0.6,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,2,0.8,0.7,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,1,0.7,0.6,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,1,0.7,0.7,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,1,0.8,0.6,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,1,0.8,0.7,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,2,0.7,0.6,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,2,0.7,0.7,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,2,0.8,0.6,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,2,0.8,0.7,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,3,0.6,0.6,37,62,34,11,0.6875,0.521126761,0.770833333,0.621848739
1,3,0.6,0.7,37,62,34,11,0.6875,0.521126761,0.770833333,0.621848739
2,4,0.6,0.7,37,62,34,11,0.6875,0.521126761,0.770833333,0.621848739
2,5,0.6,0.7,37,62,34,11,0.6875,0.521126761,0.770833333,0.621848739
3,3,0.8,0.6,37,62,34,11,0.6875,0.521126761,0.770833333,0.621848739
3,3,0.8,0.7,37,62,34,11,0.6875,0.521126761,0.770833333,0.621848739
3,4,0.7,0.7,37,62,34,11,0.6875,0.521126761,0.770833333,0.621848739
3,5,0.7,0.7,37,62,34,11,0.6875,0.521126761,0.770833333,0.621848739
4,3,0.8,0.6,37,62,34,11,0.6875,0.521126761,0.770833333,0.621848739
4,3,0.8,0.7,37,62,34,11,0.6875,0.521126761,0.770833333,0.621848739
5,3,0.8,0.6,37,62,34,11,0.6875,0.521126761,0.770833333,0.621848739
5,3,0.8,0.7,37,62,34,11,0.6875,0.521126761,0.770833333,0.621848739
5,4,0.6,0.6,37,62,34,11,0.6875,0.521126761,0.770833333,0.621848739
1,3,0.7,0.6,37,61,35,11,0.680555556,0.513888889,0.770833333,0.616666667
1,3,0.7,0.7,37,61,35,11,0.680555556,0.513888889,0.770833333,0.616666667
1,3,0.8,0.6,37,61,35,11,0.680555556,0.513888889,0.770833333,0.616666667
1,3,0.8,0.7,37,61,35,11,0.680555556,0.513888889,0.770833333,0.616666667
1,4,0.6,0.7,37,61,35,11,0.680555556,0.513888889,0.770833333,0.616666667
1,5,0.6,0.7,37,61,35,11,0.680555556,0.513888889,0.770833333,0.616666667
2,3,0.7,0.6,37,61,35,11,0.680555556,0.513888889,0.770833333,0.616666667
2,3,0.7,0.7,37,61,35,11,0.680555556,0.513888889,0.770833333,0.616666667
2,3,0.8,0.6,37,61,35,11,0.680555556,0.513888889,0.770833333,0.616666667
2,3,0.8,0.7,37,61,35,11,0.680555556,0.513888889,0.770833333,0.616666667
3,4,0.6,0.6,37,61,35,11,0.680555556,0.513888889,0.770833333,0.616666667
3,4,0.8,0.7,37,61,35,11,0.680555556,0.513888889,0.770833333,0.616666667
3,5,0.6,0.6,37,61,35,11,0.680555556,0.513888889,0.770833333,0.616666667
3,5,0.8,0.7,37,61,35,11,0.680555556,0.513888889,0.770833333,0.616666667
4,4,0.6,0.6,37,61,35,11,0.680555556,0.513888889,0.770833333,0.616666667
4,4,0.7,0.6,37,61,35,11,0.680555556,0.513888889,0.770833333,0.616666667
4,4,0.8,0.7,37,61,35,11,0.680555556,0.513888889,0.770833333,0.616666667
4,5,0.6,0.6,37,61,35,11,0.680555556,0.513888889,0.770833333,0.616666667
4,5,0.7,0.6,37,61,35,11,0.680555556,0.513888889,0.770833333,0.616666667
4,5,0.8,0.7,37,61,35,11,0.680555556,0.513888889,0.770833333,0.616666667
5,4,0.7,0.6,37,61,35,11,0.680555556,0.513888889,0.770833333,0.616666667
5,4,0.8,0.7,37,61,35,11,0.680555556,0.513888889,0.770833333,0.616666667
5,5,0.6,0.6,37,61,35,11,0.680555556,0.513888889,0.770833333,0.616666667
5,5,0.7,0.6,37,61,35,11,0.680555556,0.513888889,0.770833333,0.616666667
5,5,0.8,0.7,37,61,35,11,0.680555556,0.513888889,0.770833333,0.616666667
1,4,0.7,0.7,37,60,36,11,0.673611111,0.506849315,0.770833333,0.611570248
1,4,0.8,0.7,37,60,36,11,0.673611111,0.506849315,0.770833333,0.611570248
1,5,0.6,0.6,38,59,37,10,0.673611111,0.506666667,0.791666667,0.617886179
1,5,0.7,0.7,37,60,36,11,0.673611111,0.506849315,0.770833333,0.611570248
1,5,0.8,0.7,37,60,36,11,0.673611111,0.506849315,0.770833333,0.611570248
2,4,0.6,0.6,37,60,36,11,0.673611111,0.506849315,0.770833333,0.611570248
2,4,0.7,0.7,37,60,36,11,0.673611111,0.506849315,0.770833333,0.611570248
2,4,0.8,0.7,37,60,36,11,0.673611111,0.506849315,0.770833333,0.611570248
2,5,0.7,0.7,37,60,36,11,0.673611111,0.506849315,0.770833333,0.611570248
2,5,0.8,0.7,37,60,36,11,0.673611111,0.506849315,0.770833333,0.611570248
3,4,0.7,0.6,37,60,36,11,0.673611111,0.506849315,0.770833333,0.611570248
3,5,0.8,0.6,38,59,37,10,0.673611111,0.506666667,0.791666667,0.617886179
4,5,0.8,0.6,38,59,37,10,0.673611111,0.506666667,0.791666667,0.617886179
5,5,0.8,0.6,38,59,37,10,0.673611111,0.506666667,0.791666667,0.617886179
1,4,0.6,0.6,37,59,37,11,0.666666667,0.5,0.770833333,0.606557377
1,5,0.7,0.6,38,58,38,10,0.666666667,0.5,0.791666667,0.612903226
1,5,0.8,0.6,38,58,38,10,0.666666667,0.5,0.791666667,0.612903226
2,5,0.6,0.6,37,59,37,11,0.666666667,0.5,0.770833333,0.606557377
2,5,0.7,0.6,38,58,38,10,0.666666667,0.5,0.791666667,0.612903226
2,5,0.8,0.6,38,58,38,10,0.666666667,0.5,0.791666667,0.612903226
3,4,0.8,0.6,37,59,37,11,0.666666667,0.5,0.770833333,0.606557377
3,5,0.7,0.6,37,59,37,11,0.666666667,0.5,0.770833333,0.606557377
4,4,0.8,0.6,37,59,37,11,0.666666667,0.5,0.770833333,0.606557377
5,4,0.8,0.6,37,59,37,11,0.666666667,0.5,0.770833333,0.606557377
1,4,0.7,0.6,37,58,38,11,0.659722222,0.493333333,0.770833333,0.601626016
1,4,0.8,0.6,37,58,38,11,0.659722222,0.493333333,0.770833333,0.601626016
2,4,0.7,0.6,37,58,38,11,0.659722222,0.493333333,0.770833333,0.601626016
2,4,0.8,0.6,37,58,38,11,0.659722222,0.493333333,0.770833333,0.601626016
